Data ; Dia ; Hora ;Codigo; Comodo ;Móvel;Ação; Watts ; Custo/Mês ; Métrica
01/abr; Segunda ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
02/abr; Terça ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
02/abr; Terça ; 6:04 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
02/abr; Terça ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
02/abr; Terça ; 6:49 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
02/abr; Terça ; 6:59 ;3; Quarto ; Abajur ; Apagar ;;;
02/abr; Terça ; 7:06 ;5; Cozinha ; Cafeteira ; Desligar ;;;
02/abr; Terça ; 18:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
02/abr; Terça ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
02/abr; Terça ; 22:06 ;3; Quarto ; Abajur ; Apagar ;;;
02/abr; Terça ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
03/abr; Quarta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
03/abr; Quarta ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
03/abr; Quarta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
03/abr; Quarta ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
03/abr; Quarta ; 6:51 ;3; Quarto ; Abajur ; Apagar ;;;
03/abr; Quarta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
03/abr; Quarta ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
03/abr; Quarta ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
03/abr; Quarta ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
03/abr; Quarta ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
04/abr; Quinta ; 5:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
04/abr; Quinta ; 6:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
04/abr; Quinta ; 6:26 ;1; Suíte ; Abajur ; Apagar ;;;
04/abr; Quinta ; 6:43 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
04/abr; Quinta ; 6:53 ;3; Quarto ; Abajur ; Apagar ;;;
04/abr; Quinta ; 7:00 ;5; Cozinha ; Cafeteira ; Desligar ;;;
04/abr; Quinta ; 18:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
04/abr; Quinta ; 18:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
04/abr; Quinta ; 22:00 ;3; Quarto ; Abajur ; Apagar ;;;
04/abr; Quinta ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
05/abr; Sexta ; 5:28 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
05/abr; Sexta ; 6:03 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
05/abr; Sexta ; 6:28 ;1; Suíte ; Abajur ; Apagar ;;;
05/abr; Sexta ; 6:44 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
05/abr; Sexta ; 6:54 ;3; Quarto ; Abajur ; Apagar ;;;
05/abr; Sexta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
05/abr; Sexta ; 18:03 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
05/abr; Sexta ; 18:27 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
05/abr; Sexta ; 22:02 ;3; Quarto ; Abajur ; Apagar ;;;
05/abr; Sexta ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
06/abr; Sábado ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
06/abr; Sábado ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
06/abr; Sábado ; 6:47 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
06/abr; Sábado ; 7:07 ;5; Cozinha ; Cafeteira ; Desligar ;;;
06/abr; Sábado ; 9:31 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
06/abr; Sábado ; 14:06 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
06/abr; Sábado ; 16:06 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
06/abr; Sábado ; 16:16 ;5; Cozinha ; Cafeteira ; Desligar ;;;
06/abr; Sábado ; 18:13 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
06/abr; Sábado ; 18:14 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
06/abr; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
06/abr; Sábado ; 18:33 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
06/abr; Sábado ; 22:33 ;3; Quarto ; Abajur ; Apagar ;;;
06/abr; Sábado ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
07/abr; Domingo ; 8:34 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
07/abr; Domingo ; 9:09 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
07/abr; Domingo ; 9:19 ;5; Cozinha ; Cafeteira ; Desligar ;;;
07/abr; Domingo ; 9:35 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
07/abr; Domingo ; 16:10 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
07/abr; Domingo ; 16:20 ;5; Cozinha ; Cafeteira ; Desligar ;;;
07/abr; Domingo ; 18:13 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
07/abr; Domingo ; 18:14 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
07/abr; Domingo ; 18:38 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
07/abr; Domingo ; 18:39 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
07/abr; Domingo ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
07/abr; Domingo ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
08/abr; Segunda ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/abr; Segunda ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/abr; Segunda ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
08/abr; Segunda ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
08/abr; Segunda ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
08/abr; Segunda ; 18:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/abr; Segunda ; 18:32 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
08/abr; Segunda ; 22:07 ;3; Quarto ; Abajur ; Apagar ;;;
08/abr; Segunda ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
09/abr; Terça ; 5:32 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/abr; Terça ; 6:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/abr; Terça ; 6:32 ;1; Suíte ; Abajur ; Apagar ;;;
09/abr; Terça ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
09/abr; Terça ; 6:51 ;3; Quarto ; Abajur ; Apagar ;;;
09/abr; Terça ; 7:00 ;5; Cozinha ; Cafeteira ; Desligar ;;;
09/abr; Terça ; 18:05 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/abr; Terça ; 18:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
09/abr; Terça ; 22:04 ;3; Quarto ; Abajur ; Apagar ;;;
09/abr; Terça ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
10/abr; Quarta ; 5:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/abr; Quarta ; 6:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/abr; Quarta ; 6:26 ;1; Suíte ; Abajur ; Apagar ;;;
10/abr; Quarta ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
10/abr; Quarta ; 6:51 ;3; Quarto ; Abajur ; Apagar ;;;
10/abr; Quarta ; 7:01 ;5; Cozinha ; Cafeteira ; Desligar ;;;
10/abr; Quarta ; 18:03 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/abr; Quarta ; 18:27 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
10/abr; Quarta ; 22:02 ;3; Quarto ; Abajur ; Apagar ;;;
10/abr; Quarta ; 23:03 ;1; Suíte ; Abajur ; Apagar ;;;
11/abr; Quinta ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/abr; Quinta ; 6:04 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/abr; Quinta ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
11/abr; Quinta ; 6:48 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
11/abr; Quinta ; 6:58 ;3; Quarto ; Abajur ; Apagar ;;;
11/abr; Quinta ; 7:08 ;5; Cozinha ; Cafeteira ; Desligar ;;;
11/abr; Quinta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/abr; Quinta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
11/abr; Quinta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
11/abr; Quinta ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
12/abr; Sexta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/abr; Sexta ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/abr; Sexta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
12/abr; Sexta ; 6:42 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
12/abr; Sexta ; 6:52 ;3; Quarto ; Abajur ; Apagar ;;;
12/abr; Sexta ; 7:03 ;5; Cozinha ; Cafeteira ; Desligar ;;;
12/abr; Sexta ; 18:03 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/abr; Sexta ; 18:27 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
12/abr; Sexta ; 22:02 ;3; Quarto ; Abajur ; Apagar ;;;
12/abr; Sexta ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
13/abr; Sábado ; 5:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/abr; Sábado ; 6:26 ;1; Suíte ; Abajur ; Apagar ;;;
13/abr; Sábado ; 6:49 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
13/abr; Sábado ; 7:09 ;5; Cozinha ; Cafeteira ; Desligar ;;;
13/abr; Sábado ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
13/abr; Sábado ; 14:08 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
13/abr; Sábado ; 16:08 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
13/abr; Sábado ; 16:18 ;5; Cozinha ; Cafeteira ; Desligar ;;;
13/abr; Sábado ; 18:13 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
13/abr; Sábado ; 18:14 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/abr; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
13/abr; Sábado ; 18:33 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
13/abr; Sábado ; 22:33 ;3; Quarto ; Abajur ; Apagar ;;;
13/abr; Sábado ; 23:09 ;1; Suíte ; Abajur ; Apagar ;;;
14/abr; Domingo ; 8:33 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
14/abr; Domingo ; 9:08 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
14/abr; Domingo ; 9:18 ;5; Cozinha ; Cafeteira ; Desligar ;;;
14/abr; Domingo ; 9:29 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
14/abr; Domingo ; 16:04 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
14/abr; Domingo ; 16:14 ;5; Cozinha ; Cafeteira ; Desligar ;;;
14/abr; Domingo ; 18:06 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
14/abr; Domingo ; 18:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
14/abr; Domingo ; 18:31 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
14/abr; Domingo ; 18:32 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
14/abr; Domingo ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
14/abr; Domingo ; 23:02 ;1; Suíte ; Abajur ; Apagar ;;;
15/abr; Segunda ; 5:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/abr; Segunda ; 6:00 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/abr; Segunda ; 6:25 ;1; Suíte ; Abajur ; Apagar ;;;
15/abr; Segunda ; 6:40 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
15/abr; Segunda ; 6:50 ;3; Quarto ; Abajur ; Apagar ;;;
15/abr; Segunda ; 7:01 ;5; Cozinha ; Cafeteira ; Desligar ;;;
15/abr; Segunda ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/abr; Segunda ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
15/abr; Segunda ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
15/abr; Segunda ; 23:01 ;1; Suíte ; Abajur ; Apagar ;;;
16/abr; Terça ; 5:27 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/abr; Terça ; 6:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/abr; Terça ; 6:27 ;1; Suíte ; Abajur ; Apagar ;;;
16/abr; Terça ; 6:49 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
16/abr; Terça ; 6:59 ;3; Quarto ; Abajur ; Apagar ;;;
16/abr; Terça ; 7:08 ;5; Cozinha ; Cafeteira ; Desligar ;;;
16/abr; Terça ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/abr; Terça ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
16/abr; Terça ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
16/abr; Terça ; 23:09 ;1; Suíte ; Abajur ; Apagar ;;;
17/abr; Quarta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/abr; Quarta ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/abr; Quarta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
17/abr; Quarta ; 6:47 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
17/abr; Quarta ; 6:57 ;3; Quarto ; Abajur ; Apagar ;;;
17/abr; Quarta ; 7:09 ;5; Cozinha ; Cafeteira ; Desligar ;;;
17/abr; Quarta ; 18:09 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/abr; Quarta ; 18:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
17/abr; Quarta ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
17/abr; Quarta ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
18/abr; Quinta ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/abr; Quinta ; 6:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/abr; Quinta ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
18/abr; Quinta ; 6:47 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
18/abr; Quinta ; 6:57 ;3; Quarto ; Abajur ; Apagar ;;;
18/abr; Quinta ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
18/abr; Quinta ; 18:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/abr; Quinta ; 18:32 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
18/abr; Quinta ; 22:07 ;3; Quarto ; Abajur ; Apagar ;;;
18/abr; Quinta ; 23:08 ;1; Suíte ; Abajur ; Apagar ;;;
19/abr; Sexta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/abr; Sexta ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/abr; Sexta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
19/abr; Sexta ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
19/abr; Sexta ; 6:51 ;3; Quarto ; Abajur ; Apagar ;;;
19/abr; Sexta ; 7:02 ;5; Cozinha ; Cafeteira ; Desligar ;;;
19/abr; Sexta ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/abr; Sexta ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
19/abr; Sexta ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
19/abr; Sexta ; 23:04 ;1; Suíte ; Abajur ; Apagar ;;;
20/abr; Sábado ; 5:28 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/abr; Sábado ; 6:28 ;1; Suíte ; Abajur ; Apagar ;;;
20/abr; Sábado ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
20/abr; Sábado ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
20/abr; Sábado ; 9:32 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
20/abr; Sábado ; 14:07 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
20/abr; Sábado ; 16:07 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
20/abr; Sábado ; 16:17 ;5; Cozinha ; Cafeteira ; Desligar ;;;
20/abr; Sábado ; 18:15 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
20/abr; Sábado ; 18:16 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/abr; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
20/abr; Sábado ; 18:35 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
20/abr; Sábado ; 22:35 ;3; Quarto ; Abajur ; Apagar ;;;
20/abr; Sábado ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
21/abr; Domingo ; 8:35 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
21/abr; Domingo ; 9:10 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
21/abr; Domingo ; 9:20 ;5; Cozinha ; Cafeteira ; Desligar ;;;
21/abr; Domingo ; 9:32 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
21/abr; Domingo ; 16:07 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
21/abr; Domingo ; 16:17 ;5; Cozinha ; Cafeteira ; Desligar ;;;
21/abr; Domingo ; 18:13 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
21/abr; Domingo ; 18:14 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
21/abr; Domingo ; 18:38 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
21/abr; Domingo ; 18:39 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
21/abr; Domingo ; 22:08 ;3; Quarto ; Abajur ; Apagar ;;;
21/abr; Domingo ; 23:06 ;1; Suíte ; Abajur ; Apagar ;;;
22/abr; Segunda ; 5:33 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/abr; Segunda ; 6:08 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/abr; Segunda ; 6:33 ;1; Suíte ; Abajur ; Apagar ;;;
22/abr; Segunda ; 6:41 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
22/abr; Segunda ; 6:51 ;3; Quarto ; Abajur ; Apagar ;;;
22/abr; Segunda ; 7:00 ;5; Cozinha ; Cafeteira ; Desligar ;;;
22/abr; Segunda ; 18:02 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/abr; Segunda ; 18:26 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
22/abr; Segunda ; 22:01 ;3; Quarto ; Abajur ; Apagar ;;;
22/abr; Segunda ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
23/abr; Terça ; 5:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/abr; Terça ; 6:00 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/abr; Terça ; 6:25 ;1; Suíte ; Abajur ; Apagar ;;;
23/abr; Terça ; 6:48 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
23/abr; Terça ; 6:58 ;3; Quarto ; Abajur ; Apagar ;;;
23/abr; Terça ; 7:09 ;5; Cozinha ; Cafeteira ; Desligar ;;;
23/abr; Terça ; 18:07 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/abr; Terça ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
23/abr; Terça ; 22:06 ;3; Quarto ; Abajur ; Apagar ;;;
23/abr; Terça ; 23:10 ;1; Suíte ; Abajur ; Apagar ;;;
24/abr; Quarta ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/abr; Quarta ; 6:06 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/abr; Quarta ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
24/abr; Quarta ; 6:44 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
24/abr; Quarta ; 6:54 ;3; Quarto ; Abajur ; Apagar ;;;
24/abr; Quarta ; 7:04 ;5; Cozinha ; Cafeteira ; Desligar ;;;
24/abr; Quarta ; 18:01 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/abr; Quarta ; 18:25 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
24/abr; Quarta ; 22:00 ;3; Quarto ; Abajur ; Apagar ;;;
24/abr; Quarta ; 23:00 ;1; Suíte ; Abajur ; Apagar ;;;
25/abr; Quinta ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/abr; Quinta ; 6:04 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/abr; Quinta ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
25/abr; Quinta ; 6:42 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
25/abr; Quinta ; 6:52 ;3; Quarto ; Abajur ; Apagar ;;;
25/abr; Quinta ; 7:00 ;5; Cozinha ; Cafeteira ; Desligar ;;;
25/abr; Quinta ; 18:05 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/abr; Quinta ; 18:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
25/abr; Quinta ; 22:04 ;3; Quarto ; Abajur ; Apagar ;;;
25/abr; Quinta ; 23:03 ;1; Suíte ; Abajur ; Apagar ;;;
26/abr; Sexta ; 5:29 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/abr; Sexta ; 6:04 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/abr; Sexta ; 6:29 ;1; Suíte ; Abajur ; Apagar ;;;
26/abr; Sexta ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
26/abr; Sexta ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
26/abr; Sexta ; 18:11 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/abr; Sexta ; 18:35 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
26/abr; Sexta ; 22:10 ;3; Quarto ; Abajur ; Apagar ;;;
26/abr; Sexta ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
27/abr; Sábado ; 5:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/abr; Sábado ; 6:31 ;1; Suíte ; Abajur ; Apagar ;;;
27/abr; Sábado ; 6:50 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
27/abr; Sábado ; 7:10 ;5; Cozinha ; Cafeteira ; Desligar ;;;
27/abr; Sábado ; 9:33 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
27/abr; Sábado ; 14:08 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
27/abr; Sábado ; 16:08 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
27/abr; Sábado ; 16:18 ;5; Cozinha ; Cafeteira ; Desligar ;;;
27/abr; Sábado ; 18:12 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
27/abr; Sábado ; 18:13 ;3; Quarto ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/abr; Sábado ; 18:31 ;1; Suíte ; Abajur ; Acender ;  60W ;1,2; 1h/dia
27/abr; Sábado ; 18:32 ;1; Suíte ; Janela ; Fechar; 5W ;0,01; 1min/dia
27/abr; Sábado ; 22:32 ;3; Quarto ; Abajur ; Apagar ;;;
27/abr; Sábado ; 23:07 ;1; Suíte ; Abajur ; Apagar ;;;
28/abr; Domingo ; 8:32 ;1; Suíte ; Janela ; Abrir ; 5W ;0,01; 1min/dia
28/abr; Domingo ; 9:07 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
28/abr; Domingo ; 9:17 ;5; Cozinha ; Cafeteira ; Desligar ;;;
28/abr; Domingo ; 9:27 ;3; Quarto ; Janela ; Abrir ; 5W ;0,01; 1min/dia
28/abr; Domingo ; 16:02 ;5; Cozinha ; Cafeteira ; Ligar ; 600W ;2,41; 12min/dia
28/abr; Domingo ; 16:12 ;5; Cozinha ; Cafeteira ; Desligar ;;;
28/abr; Domingo ; 18:09 ;3; Quarto ; Janela ; Fechar; 5W ;0,01; 1min/dia
